Category,Subcategory,Skill,Icon
Computer Science,Cloud Computing,Oracle Cloud,☁️
Computer Science,Cloud Computing,SAP Cloud,☁️
Computer Science,Cloud Computing,Cloudflare,☁️
Computer Science,Cloud Computing,OpenStack,☁️
Computer Science,Cloud Computing,Alibaba Cloud,☁️
Computer Science,Cloud Computing,Tencent Cloud,☁️
Computer Science,Cloud Computing,Huawei Cloud,☁️
Computer Science,Cloud Computing,OVH Cloud,☁️
Computer Science,Cloud Computing,Akamai,☁️
Computer Science,Cloud Computing,Fastly,☁️
Computer Science,Cloud Computing,CDN77,☁️
Computer Science,Cloud Computing,Wasabi,☁️
Computer Science,Cloud Computing,Backblaze B2,☁️
Computer Science,Cloud Computing,MinIO,☁️
Computer Science,Cloud Computing,Ceph,☁️
Computer Science,Cloud Computing,Rancher,☁️
Computer Science,Cloud Computing,Eucalyptus,☁️
Computer Science,Cloud Computing,Scaleway,☁️
Computer Science,Cloud Computing,Kinsta,☁️
Computer Science,Cloud Computing,SiteGround,☁️
Computer Science,Cloud Computing,cPanel Cloud,☁️
Computer Science,Cloud Computing,Plesk,☁️
Computer Science,Cloud Computing,Serverless Framework,☁️
Computer Science,Cloud Computing,Pulumi,☁️
Computer Science,Cloud Computing,Cloud Foundry,☁️
Computer Science,Cybersecurity,Kali Linux,🛡️
Computer Science,Cybersecurity,Parrot Security OS,🛡️
Computer Science,Cybersecurity,Wireshark,🛡️
Computer Science,Cybersecurity,Metasploit,🛡️
Computer Science,Cybersecurity,Burp Suite,🛡️
Computer Science,Cybersecurity,Nmap,🛡️
Computer Science,Cybersecurity,Nessus,🛡️
Computer Science,Cybersecurity,Snort,🛡️
Computer Science,Cybersecurity,OWASP ZAP,🛡️
Computer Science,Cybersecurity,Aircrack-ng,🛡️
Computer Science,Cybersecurity,Hydra,🛡️
Computer Science,Cybersecurity,John the Ripper,🛡️
Computer Science,Cybersecurity,Nikto,🛡️
Computer Science,Cybersecurity,SQLMap,🛡️
Computer Science,Cybersecurity,Maltego,🛡️
Computer Science,Cybersecurity,Cuckoo Sandbox,🛡️
Computer Science,Cybersecurity,Suricata,🛡️
Computer Science,Cybersecurity,OSSEC,🛡️
Computer Science,Cybersecurity,Bro (Zeek),🛡️
Computer Science,Cybersecurity,Splunk,🛡️
Computer Science,Cybersecurity,SIEM Tools,🛡️
Computer Science,Cybersecurity,AlienVault,🛡️
Computer Science,Cybersecurity,QRadar,🛡️
Computer Science,Cybersecurity,ArcSight,🛡️
Computer Science,Cybersecurity,Netcat,🛡️
Computer Science,Cybersecurity,Hashcat,🛡️
Computer Science,Cybersecurity,Ghidra,🛡️
Computer Science,Cybersecurity,IDA Pro,🛡️
Computer Science,Cybersecurity,Radare2,🛡️
Computer Science,Cybersecurity,Volatility,🛡️
Computer Science,Operating Systems,Windows,🖥️
Computer Science,Operating Systems,Linux (Ubuntu),🖥️
Computer Science,Operating Systems,Linux (Fedora),🖥️
Computer Science,Operating Systems,Linux (Arch),🖥️
Computer Science,Operating Systems,Linux (Debian),🖥️
Computer Science,Operating Systems,Linux (Red Hat),🖥️
Computer Science,Operating Systems,Linux (CentOS),🖥️
Computer Science,Operating Systems,Linux (Kali),🖥️
Computer Science,Operating Systems,macOS,🖥️
Computer Science,Operating Systems,Unix,🖥️
Computer Science,Operating Systems,Android OS,🖥️
Computer Science,Operating Systems,iOS,🖥️
Computer Science,Operating Systems,FreeBSD,🖥️
Computer Science,Operating Systems,OpenBSD,🖥️
Computer Science,Operating Systems,Haiku OS,🖥️
Computer Science,Operating Systems,QNX,🖥️
Computer Science,Operating Systems,VMware,🖥️
Computer Science,Operating Systems,VirtualBox,🖥️
Computer Science,Operating Systems,Hyper-V,🖥️
Computer Science,Operating Systems,Proxmox,🖥️
Computer Science,AI / ML / Data Science,TensorFlow,🤖
Computer Science,AI / ML / Data Science,PyTorch,🤖
Computer Science,AI / ML / Data Science,Keras,🤖
Computer Science,AI / ML / Data Science,Scikit-learn,🤖
Computer Science,AI / ML / Data Science,Pandas,🤖
Computer Science,AI / ML / Data Science,NumPy,🤖
Computer Science,AI / ML / Data Science,Matplotlib,🤖
Computer Science,AI / ML / Data Science,Seaborn,🤖
Computer Science,AI / ML / Data Science,Plotly,🤖
Computer Science,AI / ML / Data Science,Bokeh,🤖
Computer Science,AI / ML / Data Science,OpenCV,🤖
Computer Science,AI / ML / Data Science,NLTK,🤖
Computer Science,AI / ML / Data Science,spaCy,🤖
Computer Science,AI / ML / Data Science,Hugging Face Transformers,🤖
Computer Science,AI / ML / Data Science,Gensim,🤖
Computer Science,AI / ML / Data Science,TextBlob,🤖
Computer Science,AI / ML / Data Science,FastText,🤖
Computer Science,AI / ML / Data Science,XGBoost,🤖
Computer Science,AI / ML / Data Science,LightGBM,🤖
Computer Science,AI / ML / Data Science,CatBoost,🤖
Computer Science,AI / ML / Data Science,Jupyter Notebook,🤖
Computer Science,AI / ML / Data Science,Google Colab,🤖
Computer Science,AI / ML / Data Science,Kaggle Kernels,🤖
Computer Science,AI / ML / Data Science,MLflow,🤖
Computer Science,AI / ML / Data Science,DVC,🤖
Computer Science,AI / ML / Data Science,Apache Hadoop,🤖
Computer Science,AI / ML / Data Science,Apache Spark,🤖
Computer Science,AI / ML / Data Science,Flink,🤖
Computer Science,AI / ML / Data Science,Mahout,🤖
Computer Science,AI / ML / Data Science,Weka,🤖
Computer Science,AI / ML / Data Science,RapidMiner,🤖
Computer Science,AI / ML / Data Science,Orange,🤖
Computer Science,AI / ML / Data Science,KNIME,🤖
Computer Science,AI / ML / Data Science,Tableau,🤖
Computer Science,AI / ML / Data Science,Power BI,🤖
Computer Science,AI / ML / Data Science,Looker,🤖
Computer Science,AI / ML / Data Science,Superset,🤖
Computer Science,AI / ML / Data Science,QlikView,🤖
Computer Science,AI / ML / Data Science,DataRobot,🤖
Computer Science,AI / ML / Data Science,AutoML,🤖
Computer Science,AI / ML / Data Science,BigML,🤖
Computer Science,AI / ML / Data Science,DeepMind Lab,🤖
Computer Science,AI / ML / Data Science,Ray,🤖
Computer Science,AI / ML / Data Science,Horovod,🤖
Computer Science,AI / ML / Data Science,Hugging Face Spaces,🤖
Computer Science,AI / ML / Data Science,Weights & Biases,🤖
Computer Science,AI / ML / Data Science,Neptune.ai,🤖
Computer Science,AI / ML / Data Science,Comet ML,🤖
Computer Science,AI / ML / Data Science,PyCaret,🤖
Computer Science,AI / ML / Data Science,Prophet,🤖
Computer Science,DevOps & Tools,Git,⚡
Computer Science,DevOps & Tools,GitHub,⚡
Computer Science,DevOps & Tools,GitLab,⚡
Computer Science,DevOps & Tools,Bitbucket,⚡
Computer Science,DevOps & Tools,SourceForge,⚡
Computer Science,DevOps & Tools,SVN,⚡
Computer Science,DevOps & Tools,Mercurial,⚡
Computer Science,DevOps & Tools,Docker,⚡
Computer Science,DevOps & Tools,Kubernetes,⚡
Computer Science,DevOps & Tools,Jenkins,⚡
Computer Science,DevOps & Tools,Ansible,⚡
Computer Science,DevOps & Tools,Puppet,⚡
Computer Science,DevOps & Tools,Chef,⚡
Computer Science,DevOps & Tools,SaltStack,⚡
Computer Science,DevOps & Tools,Travis CI,⚡
Computer Science,DevOps & Tools,CircleCI,⚡
Computer Science,DevOps & Tools,TeamCity,⚡
Computer Science,DevOps & Tools,Bamboo,⚡
Computer Science,DevOps & Tools,Drone CI,⚡
Computer Science,DevOps & Tools,GitHub Actions,⚡
Computer Science,DevOps & Tools,ArgoCD,⚡
Computer Science,DevOps & Tools,FluxCD,⚡
Computer Science,DevOps & Tools,Helm,⚡
Computer Science,DevOps & Tools,Istio,⚡
Computer Science,DevOps & Tools,Linkerd,⚡
Computer Science,DevOps & Tools,OpenShift,⚡
Computer Science,DevOps & Tools,Rancher,⚡
Computer Science,DevOps & Tools,Nomad,⚡
Computer Science,DevOps & Tools,Terraform,⚡
Computer Science,DevOps & Tools,Pulumi,⚡
Computer Science,DevOps & Tools,Vagrant,⚡
Computer Science,DevOps & Tools,Packer,⚡
Computer Science,DevOps & Tools,Consul,⚡
Computer Science,DevOps & Tools,Vault,⚡
Computer Science,DevOps & Tools,Prometheus,⚡
Computer Science,DevOps & Tools,Grafana,⚡
Computer Science,DevOps & Tools,ELK Stack,⚡
Computer Science,DevOps & Tools,Graylog,⚡
Computer Science,DevOps & Tools,Loki,⚡
Computer Science,DevOps & Tools,Datadog,⚡
Computer Science,DevOps & Tools,New Relic,⚡
Computer Science,DevOps & Tools,Dynatrace,⚡
Computer Science,DevOps & Tools,AppDynamics,⚡
Computer Science,DevOps & Tools,Sentry,⚡
Computer Science,DevOps & Tools,Rollbar,⚡
Computer Science,DevOps & Tools,Bugsnag,⚡
Computer Science,DevOps & Tools,PagerDuty,⚡
Computer Science,DevOps & Tools,OpsGenie,⚡
Computer Science,DevOps & Tools,Nagios,⚡
Computer Science,Game Development & Graphics,Unity,🎮
Computer Science,Game Development & Graphics,Unreal Engine,🎮
Computer Science,Game Development & Graphics,Godot,🎮
Computer Science,Game Development & Graphics,CryEngine,🎮
Computer Science,Game Development & Graphics,Lumberyard,🎮
Computer Science,Game Development & Graphics,Construct,🎮
Computer Science,Game Development & Graphics,GameMaker Studio,🎮
Computer Science,Game Development & Graphics,RPG Maker,🎮
Computer Science,Game Development & Graphics,Cocos2d-x,🎮
Computer Science,Game Development & Graphics,Phaser.js,🎮
Computer Science,Game Development & Graphics,Pygame,🎮
Computer Science,Game Development & Graphics,SDL,🎮
Computer Science,Game Development & Graphics,Blender,🎮
Computer Science,Game Development & Graphics,Maya,🎮
Computer Science,Game Development & Graphics,3ds Max,🎮
Computer Science,Game Development & Graphics,Houdini,🎮
Computer Science,Game Development & Graphics,Cinema4D,🎮
Computer Science,Game Development & Graphics,ZBrush,🎮
Computer Science,Game Development & Graphics,OpenGL,🎮
Computer Science,Game Development & Graphics,Vulkan,🎮
Computer Science,Game Development & Graphics,DirectX,🎮
Computer Science,Game Development & Graphics,Metal,🎮
Computer Science,Game Development & Graphics,WebGPU,🎮
Computer Science,Game Development & Graphics,Processing,🎮
Computer Science,Game Development & Graphics,p5.js,🎮
Computer Science,Game Development & Graphics,ShaderLab,🎮
Computer Science,Game Development & Graphics,GLSL,🎮
Computer Science,Game Development & Graphics,HLSL,🎮
Computer Science,Testing & QA,Selenium,🧪
Computer Science,Testing & QA,Cypress,🧪
Computer Science,Testing & QA,Playwright,🧪
Computer Science,Testing & QA,Puppeteer,🧪
Computer Science,Testing & QA,Jest,🧪
Computer Science,Testing & QA,Mocha,🧪
Computer Science,Testing & QA,Chai,🧪
Computer Science,Testing & QA,Jasmine,🧪
Computer Science,Testing & QA,Karma,🧪
Computer Science,Testing & QA,Enzyme,🧪
Computer Science,Testing & QA,Testing Library,🧪
Computer Science,Testing & QA,PHPUnit,🧪
Computer Science,Testing & QA,RSpec,🧪
Computer Science,Testing & QA,JUnit,🧪
Computer Science,Testing & QA,TestNG,🧪
Computer Science,Testing & QA,PyTest,🧪
Computer Science,Testing & QA,Robot Framework,🧪
Computer Science,Testing & QA,Cucumber,🧪
Computer Science,Testing & QA,Postman,🧪
Computer Science,Testing & QA,Newman,🧪
Computer Science,Emerging Tech,Blockchain,🚀
Computer Science,Emerging Tech,Ethereum,🚀
Computer Science,Emerging Tech,Hyperledger,🚀
Computer Science,Emerging Tech,Solidity,🚀
Computer Science,Emerging Tech,Web3.js,🚀
Computer Science,Emerging Tech,Ethers.js,🚀
Computer Science,Emerging Tech,IPFS,🚀
Computer Science,Emerging Tech,Polkadot SDK,🚀
Computer Science,Emerging Tech,Cosmos SDK,🚀
Computer Science,Emerging Tech,Chainlink,🚀
Computer Science,Emerging Tech,Arweave,🚀
Computer Science,Emerging Tech,Filecoin,🚀
Computer Science,Emerging Tech,Qiskit,🚀
Computer Science,Emerging Tech,Cirq,🚀
Computer Science,Emerging Tech,D-Wave SDK,🚀
Computer Science,Emerging Tech,OpenCL,🚀
Computer Science,Emerging Tech,CUDA,🚀
Computer Science,Emerging Tech,TensorRT,🚀
Computer Science,Emerging Tech,Greengrass,🚀
Computer Science,Emerging Tech,EdgeX,🚀
Computer Science,Emerging Tech,Arduino,🚀
Computer Science,Emerging Tech,Raspberry Pi,🚀
Computer Science,Emerging Tech,MQTT,🚀
Computer Science,Collaboration & Project Management,Jira,📂
Computer Science,Collaboration & Project Management,Confluence,📂
Computer Science,Collaboration & Project Management,Trello,📂
Computer Science,Collaboration & Project Management,Asana,📂
Computer Science,Collaboration & Project Management,Monday.com,📂
Computer Science,Collaboration & Project Management,ClickUp,📂
Computer Science,Collaboration & Project Management,Basecamp,📂
Computer Science,Collaboration & Project Management,Notion,📂
Computer Science,Collaboration & Project Management,Airtable,📂
Computer Science,Collaboration & Project Management,Slack,📂
Computer Science,Collaboration & Project Management,Teams,📂
Computer Science,Collaboration & Project Management,Zoom,📂
Computer Science,Collaboration & Project Management,Google Meet,📂
Computer Science,Collaboration & Project Management,Miro,📂
Computer Science,Collaboration & Project Management,Figma,📂
Computer Science,Collaboration & Project Management,Adobe XD,📂
Computer Science,Collaboration & Project Management,Sketch,📂
Computer Science,Collaboration & Project Management,InVision,📂
Computer Science,Collaboration & Project Management,Lucidchart,📂
Computer Science,Collaboration & Project Management,Whimsical,📂
Engineering,Mechanical Engineering,Thermodynamics,🔩
Engineering,Mechanical Engineering,Fluid Mechanics,🔩
Engineering,Mechanical Engineering,Heat Transfer,🔩
Engineering,Mechanical Engineering,Machine Design,🔩
Engineering,Mechanical Engineering,Dynamics,🔩
Engineering,Mechanical Engineering,Statics,🔩
Engineering,Mechanical Engineering,Strength of Materials,🔩
Engineering,Mechanical Engineering,Vibrations,🔩
Engineering,Mechanical Engineering,CAD (AutoCAD, SolidWorks),🔩
Engineering,Mechanical Engineering,Finite Element Analysis (FEA),🔩
Engineering,Mechanical Engineering,Refrigeration & Air Conditioning,🔩
Engineering,Mechanical Engineering,IC Engines,🔩
Engineering,Mechanical Engineering,Manufacturing Processes,🔩
Engineering,Mechanical Engineering,Hydraulic Machines,🔩
Engineering,Mechanical Engineering,Robotics in Mechanical Systems,🔩
Engineering,Mechanical Engineering,CAM (Computer Aided Manufacturing),🔩
Engineering,Mechanical Engineering,HVAC Systems,🔩
Engineering,Mechanical Engineering,CNC Machining,🔩
Engineering,Mechanical Engineering,Kinematics,🔩
Engineering,Mechanical Engineering,Tribology,🔩
Engineering,Mechanical Engineering,Energy Systems,🔩
Engineering,Mechanical Engineering,Engineering Mechanics,🔩
Engineering,Civil Engineering,Structural Analysis,🏗️
Engineering,Civil Engineering,Reinforced Concrete,🏗️
Engineering,Civil Engineering,Steel Structures,🏗️
Engineering,Civil Engineering,Surveying,🏗️
Engineering,Civil Engineering,Construction Materials,🏗️
Engineering,Civil Engineering,Geotechnical Engineering,🏗️
Engineering,Civil Engineering,Transportation Engineering,🏗️
Engineering,Civil Engineering,Environmental Engineering,🏗️
Engineering,Civil Engineering,Hydraulics,🏗️
Engineering,Civil Engineering,Earthquake Engineering,🏗️
Engineering,Civil Engineering,Bridge Design,🏗️
Engineering,Civil Engineering,Foundation Engineering,🏗️
Engineering,Civil Engineering,Hydrology,🏗️
Engineering,Civil Engineering,Urban Planning,🏗️
Engineering,Civil Engineering,Soil Mechanics,🏗️
Engineering,Civil Engineering,Building Information Modeling (BIM),🏗️
Engineering,Civil Engineering,Water Resources,🏗️
Engineering,Civil Engineering,Highway Engineering,🏗️
Engineering,Civil Engineering,Contracts & Costing,🏗️
Engineering,Civil Engineering,Sustainable Design,🏗️
Engineering,Civil Engineering,AutoCAD Civil 3D,🏗️
Engineering,Civil Engineering,Project Management,🏗️
Engineering,Electrical Engineering,Circuit Analysis,🔌
Engineering,Electrical Engineering,Power Systems,🔌
Engineering,Electrical Engineering,Control Systems,🔌
Engineering,Electrical Engineering,Signal Processing,🔌
Engineering,Electrical Engineering,Electromagnetics,🔌
Engineering,Electrical Engineering,Electrical Machines,🔌
Engineering,Electrical Engineering,Power Electronics,🔌
Engineering,Electrical Engineering,Switchgear & Protection,🔌
Engineering,Electrical Engineering,High Voltage Engineering,🔌
Engineering,Electrical Engineering,Smart Grids,🔌
Engineering,Electrical Engineering,Renewable Energy Systems,🔌
Engineering,Electrical Engineering,Instrumentation,🔌
Engineering,Electrical Engineering,PLC Programming,🔌
Engineering,Electrical Engineering,Embedded Systems,🔌
Engineering,Electrical Engineering,Digital Electronics,🔌
Engineering,Electrical Engineering,Analog Electronics,🔌
Engineering,Electrical Engineering,Energy Storage,🔌
Engineering,Electrical Engineering,Electrical Design Codes,🔌
Engineering,Electrical Engineering,Load Flow Analysis,🔌
Engineering,Electrical Engineering,SCADA Systems,🔌
Engineering,Electrical Engineering,Transformer Design,🔌
Engineering,Electrical Engineering,Electrical Safety Standards,🔌
Engineering,Electronics & Communication,Digital Signal Processing,📡
Engineering,Electronics & Communication,VLSI Design,📡
Engineering,Electronics & Communication,Analog Circuits,📡
Engineering,Electronics & Communication,Digital Electronics,📡
Engineering,Electronics & Communication,Microprocessors,📡
Engineering,Electronics & Communication,Microcontrollers,📡
Engineering,Electronics & Communication,Embedded C,📡
Engineering,Electronics & Communication,Wireless Communication,📡
Engineering,Electronics & Communication,Optical Fiber Communication,📡
Engineering,Electronics & Communication,Satellite Systems,📡
Engineering,Electronics & Communication,Antenna Design,📡
Engineering,Electronics & Communication,IoT (Internet of Things),📡
Engineering,Electronics & Communication,Radar Engineering,📡
Engineering,Electronics & Communication,RF & Microwave Engineering,📡
Engineering,Electronics & Communication,Control Theory,📡
Engineering,Electronics & Communication,ASIC Design,📡
Engineering,Electronics & Communication,FPGA Programming,📡
Engineering,Electronics & Communication,Telecommunication Networks,📡
Engineering,Electronics & Communication,Electronic Instrumentation,📡
Engineering,Electronics & Communication,Embedded Linux,📡
Engineering,Electronics & Communication,Mobile Communication,📡
Engineering,Electronics & Communication,PCB Design,📡
